24,0.5432304
22,0.42492074
24,0.95593953
11,0.9929345
28,0.6191057
28,0.99600375
28,0.727985
28,0.58933157
28,0.9932752
31,0.7140005
3,0.99401814
19,0.4366522
36,0.46952996
28,0.68706375
22,0.68065375
28,0.7510035
8,0.9926688
0,0.5244617
28,0.93519324
36,0.9927233
36,0.61977017
9,0.9938289
9,0.8897835
26,0.38394117
26,0.99272346
12,0.52708364
24,0.9224898
34,0.8967084
28,0.3079186
24,0.8818198
28,0.9950502
28,0.9921366
26,0.8587256
28,0.5044592
4,0.9674995
10,0.59919417
0,0.47424254
14,0.71660465
28,0.7083328
16,0.9927236
0,0.5567467
6,0.6222114
28,0.83291173
32,0.80733573
8,0.99144673
31,0.47192362
36,0.9565355
36,0.99370927
28,0.5234517
16,0.99524343
24,0.78985745
24,0.4632683
8,0.41159198
8,0.9953569
16,0.65876156
36,0.88607466
29,0.9927775
16,0.60396665
36,0.9144654
16,0.9458298
0,0.99152136
0,0.99288267
36,0.569989
36,0.9932752
36,0.6686692
33,0.6511629
36,0.9879625
4,0.6661451
31,0.8049937
4,0.9486837
8,0.5478828
26,0.63880044
36,0.9897363
36,0.96456456
33,0.96749705
28,0.49226043
34,0.9303549
24,0.99226147
24,0.5512999
33,0.70246565
11,0.8916661
26,0.81977683
22,0.24238338
36,0.99194145
36,0.56475794
29,0.9520504
29,0.9921367
12,0.5354914
10,0.9932287
34,0.97562444
35,0.58330154
26,0.99452215
5,0.9935853
27,0.7562448
28,0.3363519
29,0.9894016
39,0.8338421
16,0.99015087
16,0.63037086
34,0.6392389
36,0.49743265
36,0.9904405
36,0.7575383
13,0.7995327
24,0.9458296
26,0.568146
16,0.65042114
13,0.56107897
33,0.9923225
10,0.99629253
20,0.99409044
1,0.46445462
36,0.9943637
16,0.69569874
33,0.9819437
29,0.7565766
16,0.35833558
20,0.920173
29,0.72384185
16,0.99370927
23,0.9674992
7,0.7403787
31,0.4832411
16,0.9917366
16,0.7575939
10,0.6605656
33,0.49435508
21,0.93035644
36,0.6137
21,0.37153214
33,0.62564164
21,0.44779852
16,0.97880363
21,0.5850782
7,0.9303566
33,0.71768194
11,0.9113626
0,0.025
37,0.8926102
22,0.99071395
31,0.981944
22,0.66970205
24,0.9941962
24,0.8761936
21,0.9458329
33,0.95356894
21,0.9512496
4,0.98289394
32,0.98194396
27,0.62795967
16,0.762811
17,0.72942346
16,0.9927773
26,0.9909717
16,0.90653133
21,0.9113615
16,0.81175303
16,0.9778399
25,0.49534443
32,0.33728504
16,0.48530233
16,0.51606745
16,0.6191451
32,0.2879336
16,0.924999
32,0.9856612
16,0.9390608
6,0.5915264
16,0.61534375
21,0.65205497
16,0.9932754
22,0.5325294
16,0.98664314
32,0.9773249
7,0.98160326
25,0.9845231
36,0.9788034
32,0.7482411
32,0.5786913
32,0.38912964
32,0.976219
25,0.97784
36,0.62114835
29,0.99207264
36,0.3606047
36,0.66156083
36,0.7633821
30,0.7286588
16,0.98049915
16,0.6324765
25,0.6237398
13,0.99283034
12,0.9904405
24,0.97588146
12,0.66152364
24,0.5478167
18,0.99044096
25,0.98962724
0,0.8874869
30,0.9721425
16,0.3929029
33,0.9840153
30,0.98452294
10,0.49514776
29,0.9902494
29,0.86024296
3,0.6562616
0,0.76863134
22,0.42712918
6,0.89170724
22,0.64718115
34,0.6870457
36,0.98626685
34,0.68517345
34,0.9390611
16,0.67252356
35,0.6635356
17,0.6065176
17,0.60605466
16,0.7559391
34,0.67548156
32,0.9878121
34,0.93499845
16,0.9486826
34,0.9685478
34,0.9113625
16,0.83827233
16,0.95567894
4,0.9713229
16,0.9349978
16,0.95124716
16,0.9576068
16,0.4976765
29,0.9950504
16,0.53164154
16,0.49934113
13,0.99200755
34,0.9426457
5,0.98916626
18,0.955681
16,0.76844656
16,0.50680596
22,0.98374945
22,0.4980025
13,0.876512
13,0.41511652
13,0.914926
13,0.6117255
13,0.9837493
13,0.98401564
0,0.88027704
13,0.79116637
0,0.58807445
13,0.3993613
21,0.4011498
13,0.7007399
28,0.98476464
16,0.5434169
16,0.5028934
13,0.8675712
25,0.7676493
13,0.6410187
35,0.7442014
12,0.81756496
13,0.9756237
32,0.98318875
12,0.7854877
25,0.72245705
25,0.55575573
15,0.4855666
25,0.71150655
15,0.67318034
12,0.3872583
25,0.5739298
13,0.97364724
13,0.62604094
15,0.38304904
13,0.54785746
12,0.98160285
12,0.9819433
15,0.49079168
25,0.53546435
25,0.7458913
20,0.6725371
15,0.9762192
15,0.6882322
32,0.3936877
15,0.9778405
13,0.766052
13,0.98160326
13,0.97968686
13,0.9792544
30,0.5799817
7,0.98194396
13,0.98544693
32,0.63427436
25,0.9663788
13,0.86097986
16,0.9486824
25,0.98124933
25,0.38431653
32,0.9695304
12,0.6400669
20,0.97434145
13,0.98010117
13,0.57923514
20,0.9736477
13,0.98049915
25,0.7231741
15,0.9663788
12,0.98401564
25,0.9721416
15,0.98401594
25,0.97132236
13,0.9756242
25,0.97621876
25,0.76433825
25,0.615362
18,0.9756246
25,0.8796389
15,0.56342816
25,0.9685475
25,0.97045404
25,0.96854705
1,0.5251351
36,0.9828938
24,0.9866431
36,0.5483735
10,0.43863928
24,0.9858686
28,0.6244356
24,0.385118
13,0.98088133
13,0.98544693
25,0.50476176
8,0.5242918
25,0.9840152
0,0.46699098
23,0.6130913
