フシギダネ,29,0.99471736
フシギソウ,20,0.72881883
フシギバナ,15,0.5870923
ヒトカゲ,6,0.99299484
リザード,19,0.99299484
リザードン,4,0.45480675
ゼニガメ,29,0.42399052
カメール,19,0.40613204
カメックス,18,0.42783514
キャタピー,21,0.89772946
トランセル,29,0.6827478
バタフリー,8,0.9940327
ビードル,15,0.83308774
コクーン,29,0.99079305
スピアー,8,0.45603102
ポッポ,8,0.7767548
ピジョン,19,0.83680403
ピジョット,15,0.44334787
オニスズメ,22,0.49745375
オニドリル,29,0.97305244
アーボ,29,0.9455211
アーボック,8,0.6912972
ピカチュウ,14,0.63683206
ニドラン♀,26,0.6134861
ニドリーナ,13,0.54200155
ニドクイン,29,0.9930452
ニドラン♂,29,0.9138562
ニドリーノ,26,0.45496333
ニドキング,29,0.6799778
ピッピ,29,0.9223738
プリン,15,0.46407223
プクリン,29,0.9512652
ズバット,25,0.74734235
ゴルバット,8,0.9652668
コダック,14,0.8807035
フーディン,23,0.57921445
メノクラゲ,29,0.9308876
ドククラゲ,19,0.646818
コイル,13,0.8730891
ゲンガー,20,0.63009214
イワーク,17,0.91943747
ビリリダマ,22,0.99368155
サワムラー,29,0.95570207
ベロリンガ,8,0.9931439
サイホーン,29,0.95991546
ヒトデマン,14,0.44586608
ケンタロス,29,0.8665083
コイキング,18,0.38243532
ギャラドス,26,0.75908816
メタモン,14,0.9952842
イーブイ,8,0.6068453
シャワーズ,8,0.8403563
サンダース,13,0.92697513
ブースター,6,0.4459791
ポリゴン,7,0.50536597
オムナイト,29,0.9941411
オムスター,19,0.99283934
カブト,2,0.9628195
プテラ,29,0.9529812
カビゴン,27,0.9462948
フリーザー,29,0.99159366
ミニリュウ,21,0.62803274
ハクリュー,29,0.99220395
カイリュー,28,0.5847995
ミュウツー,29,0.8096466
ミュウ,29,0.57208264
マグマラシ,19,0.48047674
ワニノコ,14,0.9431365
オオタチ,2,0.4865665
ホーホー,2,0.9491222
レディバ,18,0.8421238
レディアン,26,0.7322627
イトマル,18,0.47993907
アリアドス,18,0.6518182
クロバット,7,0.9085754
ピチュー,13,0.7781805
ネイティ,14,0.93095124
キレイハナ,15,0.7051114
ウソッキー,29,0.5510019
ヒマナッツ,14,0.97898424
ヤンヤンマ,27,0.8925915
アンノーン,8,0.4558672
ソーナンス,19,0.9919439
キリンリキ,6,0.6948029
ノコッチ,19,0.9914449
ブルー,21,0.6763717
グランブル,11,0.77518463
ハリーセン,26,0.9906141
ハッサム,26,0.7559726
テッポウオ,2,0.60865194
オクタン,7,0.8345749
デリバード,10,0.99456906
ドーブル,23,0.99364007
ヨーギラス,11,0.75831115
バンギラス,26,0.70973486
ルギア,29,0.7906621
ホウオウ,17,0.95716983
セレビィ,2,0.83756053
キモリ,14,0.76002276
アチャモ,2,0.97156745
