12,0.44811332
8,0.99201643
8,0.74054486
7,0.50421315
18,0.99311566
7,0.7569691
7,0.51775634
12,0.49189112
14,0.55193764
15,0.52802205
18,0.9941715
19,0.5675465
7,0.44621393
7,0.4212532
12,0.7158372
12,0.750663
7,0.32374534
18,0.7987678
7,0.935847
12,0.4635966
18,0.78753597
18,0.80711144
18,0.9085382
5,0.99311566
16,0.70626676
3,0.98273253
16,0.38222447
19,0.50915223
5,0.53444
8,0.99394864
11,0.99517745
12,0.99233824
12,0.9627888
18,0.7333274
9,0.968331
15,0.6025637
7,0.43436936
16,0.78551996
12,0.9943108
15,0.9929099
3,0.6334056
4,0.9453306
3,0.9927475
12,0.45099986
12,0.99166566
9,0.9433818
12,0.702919
16,0.6798862
16,0.7716711
10,0.826044
16,0.75845695
7,0.5757818
8,0.38100815
11,0.9954758
15,0.98920286
6,0.72883105
18,0.99296266
1,0.9634596
18,0.5487839
6,0.534115
6,0.7772602
9,0.9930653
19,0.9923384
16,0.9934478
16,0.9927476
16,0.9934477
4,0.69327927
9,0.94411606
15,0.80999374
15,0.56415594
3,0.6206441
11,0.9922128
16,0.9899995
16,0.754882
15,0.8108012
12,0.80789644
15,0.9321411
8,0.84424704
3,0.3896752
9,0.7190296
0,0.89444363
16,0.8709347
7,0.40367517
14,0.6368201
7,0.9915924
16,0.97752863
2,0.7003503
3,0.99077606
4,0.99340236
2,0.852679
7,0.99362385
8,0.92630213
7,0.9937498
12,0.7624449
7,0.992692
7,0.42262205
9,0.9620928
9,0.9904036
9,0.5928818
9,0.97205603
4,0.98999953
16,0.3401021
16,0.9907763
1,0.6028369
14,0.94722056
12,0.98766166
15,0.61893255
16,0.44654095
16,0.6562942
10,0.69985706
6,0.68937886
16,0.99489206
16,0.9945082
15,0.98020756
2,0.6542169
16,0.87223864
15,0.974323
17,0.7306603
3,0.65872484
10,0.35048896
10,0.9683325
10,0.9648131
1,0.9208283
15,0.821385
9,0.79572976
15,0.9946625
1,0.9358329
1,0.6777972
16,0.7176687
13,0.9499985
1,0.7173603
16,0.57632
15,0.45433262
1,0.7738115
14,0.93214184
8,0.43312222
8,0.9136332
3,0.5247932
12,0.5592307
12,0.99095166
15,0.667163
3,0.36195478
8,0.9943448
4,0.994099
1,0.94722074
16,0.37141207
1,0.9524986
6,0.5731786
2,0.9824065
16,0.9895595
9,0.52314866
8,0.98515576
6,0.99296266
16,0.51374
15,0.9833322
9,0.9136327
9,0.68015444
6,0.61790335
2,0.41752025
4,0.6134842
15,0.9586934
9,0.9568169
15,0.6276939
16,0.6743893
15,0.92692196
16,0.9860288
14,0.48557913
1,0.986029
9,0.51577336
9,0.867512
1,0.993448
16,0.5991592
9,0.7356475
16,0.97790563
12,0.28430447
16,0.6509696
16,0.9480986
2,0.8438548
16,0.6191489
4,0.9768284
16,0.9343748
2,0.97840774
3,0.65915084
3,0.86856484
15,0.7111447
16,0.91395557
3,0.50528526
16,0.59939206
2,0.511155
13,0.96199894
4,0.8336106
8,0.993014
3,0.9906855
13,0.40324157
2,0.5418924
12,0.62307405
13,0.99068576
8,0.989893
19,0.988953
16,0.9050838
19,0.55307984
4,0.9844251
2,0.8035536
14,0.5451161
15,0.99049944
15,0.99049944
17,0.5176293
12,0.67672676
16,0.38961017
16,0.6846404
16,0.8984281
15,0.54996
16,0.9866189
15,0.5456674
15,0.9406209
15,0.9221643
2,0.8218291
13,0.9568166
5,0.41835886
2,0.39340463
15,0.9406221
12,0.9881244
15,0.9366655
15,0.9499988
15,0.55071026
15,0.9136352
15,0.97031116
15,0.95681703
11,0.6792358
15,0.93666494
15,0.95249516
15,0.95869464
15,0.98172987
13,0.99517745
0,0.77386266
15,0.78318715
4,0.5477691
15,0.94411516
3,0.7938432
15,0.62632257
15,0.9720572
2,0.8738767
16,0.9841658
16,0.9824065
8,0.55032396
3,0.55550706
4,0.5069484
4,0.79209894
17,0.47446933
4,0.6236193
4,0.98882264
17,0.7843681
4,0.98099864
3,0.7393182
11,0.69165426
4,0.9756401
12,0.9851553
17,0.82661855
17,0.8299565
3,0.9824065
3,0.9712111
2,0.7598714
11,0.5434037
3,0.804791
17,0.97624934
2,0.7384819
2,0.9728554
2,0.48970202
3,0.7938871
2,0.96833265
2,0.97031116
2,0.96935344
9,0.5867646
3,0.9063315
3,0.9743228
3,0.8021869
2,0.66687965
2,0.9720574
3,0.91175866
3,0.8628611
3,0.6091463
3,0.6415751
3,0.97031146
3,0.98698515
2,0.7088609
3,0.9712112
2,0.6318208
2,0.49269122
3,0.9806108
2,0.7702315
2,0.58379567
2,0.979786
2,0.96724004
2,0.98240626
12,0.6738692
2,0.9634607
2,0.96723956
3,0.7162333
15,0.6519721
12,0.7461683
4,0.6687419
4,0.97031146
3,0.5895986
2,0.9749987
2,0.9806114
12,0.85632545
2,0.9282335
3,0.980999
19,0.5502156
3,0.53067595
3,0.98442525
2,0.9728562
2,0.98442554
2,0.5424712
2,0.83360213
2,0.56085336
2,0.4949572
17,0.8766383
11,0.9762485
17,0.980999
2,0.53801686
4,0.9693537
4,0.97121143
3,0.7248666
12,0.7803322
3,0.96288186
4,0.9869857
16,0.9683317
9,0.9793466
16,0.98623085
16,0.9853837
4,0.56164885
16,0.5949187
16,0.68308896
3,0.9693537
3,0.97682846
1,0.98442566
19,0.9864281
9,0.55800545
