ヌメイル,18,0.9841007
バケッチャ,18,0.9312258
パンプジン,21,0.9895135
ゼルネアス,38,0.9885378
イベルタル,38,0.626683
ジガルデ,67,0.34737054
ディアンシー,31,0.77807766
ボルケニオン,54,0.85129195
モクロー,64,0.8088809
フクスロー,66,0.8012221
ジュナイパー,52,0.29392982
ニャビー,15,0.9838397
ニャヒート,51,0.98928505
ガオガエン,64,0.57109755
アシレーヌ,67,0.32511258
ツツケラ,29,0.9868564
ケララッパ,18,0.9507137
デカグース,41,0.98611593
アゴジムシ,18,0.9481195
デンヂムシ,18,0.7043439
ケケンカニ,18,0.65638006
イワンコ,14,0.570877
ルガルガン,36,0.9551944
ヨワシ,55,0.99310654
ヒドイデ,18,0.66470325
ドヒドイデ,18,0.65595543
ドロバンコ,51,0.85487527
オニシズクモ,18,0.6695706
ラランテス,18,0.85591084
ヌイコグマ,18,0.52452874
アマージョ,18,0.91038877
ヤレユータン,18,0.96919584
ナゲツケサル,18,0.95519423
コソクムシ,18,0.77310807
グソクムシャ,18,0.9342846
シロデスナ,18,0.7538098
ナマコブシ,39,0.5004178
タイプ:ヌル,18,0.77831805
シルヴァディ,60,0.99499625
メテノ,25,0.75414896
ネッコアラ,61,0.48588872
ミミッキュ,42,0.48691392
ハギギシリ,18,0.94201565
ジャラランガ,30,0.98904717
カプ・コケコ,44,0.95519435
カプ・テテフ,18,0.5934467
コスモウム,54,0.6557692
ソルガレオ,47,0.65810245
ルナアーラ,47,0.98174554
ウツロイド,15,0.80811614
マッシブーン,25,0.59343237
フェローチェ,47,0.9870295
デンジュモク,47,0.6945066
テッカグヤ,61,0.56390125
カミツルギ,47,0.49385428
アクジキング,61,0.84581965
マギアナ,14,0.8879068
ベベノム,30,0.98028517
アーゴヨン,51,0.4886389
ツンデツンデ,15,0.9810432
ズガドーン,15,0.9747244
ゼラオラ,42,0.45178783
メルタン,67,0.57141465
メルメタル,9,0.9300186
サルノリ,61,0.9058433
バチンキー,5,0.6658929
ゴリランダー,5,0.4429152
ヒバニー,15,0.694692
ラビフット,53,0.55974853
エースバーン,5,0.9753569
メッソン,15,0.98300415
ジメレオン,55,0.39040464
インテレオン,5,0.5126269
ホシガリス,6,0.96600914
ヨクバリス,6,0.37886214
ココガラ,19,0.63153434
アオガラス,19,0.38900787
アーマーガア,6,0.98611623
サッチムシ,5,0.5651234
レドームシ,19,0.9733583
イオルブ,61,0.7261148
クスネ,19,0.9726176
フォクスライ,19,0.97100794
ヒメンカ,47,0.5486959
ワタシラガ,64,0.47857913
ウールー,8,0.5595726
バイウールー,5,0.5167348
カムカメ,38,0.41380897
カジリガメ,6,0.9864964
ワンパチ,2,0.42987418
パルスワン,56,0.6065598
タンドン,19,0.35497323
トロッゴン,43,0.44666842
セキタンザン,37,0.58063716
カジッチュ,10,0.69945097
アップリュー,10,0.9794639
タルップル,10,0.41669554
スナヘビ,5,0.58665776
サダイジャ,5,0.9817457
ウッウ,48,0.98528737
サシカマス,47,0.8094239
カマスジョー,47,0.57340276
エレズン,41,0.9785704
ストリンダー,36,0.94811964
ヤクデ,41,0.9423749
マルヤクデ,50,0.6554542
タタッコ,27,0.60680264
オトスパス,51,0.4479757
ヤバチャ,42,0.97405905
ポットデス,51,0.92002517
ミブリム,20,0.72693527
テブリム,20,0.9733582
ブリムオン,47,0.9802853
ベロバー,41,0.8898093
ギモー,47,0.9660081
オーロンゲ,43,0.98384017
タチフサグマ,30,0.97183627
ニャイキング,33,0.45948154
サニゴーン,51,0.4544418
ネギガナイト,51,0.86053395
バリコオル,19,0.97595763
デスバーン,15,0.38378122
マホミル,61,0.96600866
マホイップ,51,0.9753562
タイレーツ,61,0.98028475
バチンウニ,19,0.6845534
ユキハミ,15,0.7203041
モスノウ,15,0.5621732
イシヘンジン,44,0.9682021
コオリッポ,61,0.9733578
イエッサン,38,0.98270637
モルペコ,41,0.98649627
ゾウドウ,19,0.9671421
ダイオウドウ,50,0.9785708
パッチラゴン,67,0.98571354
パッチルドン,67,0.98483455
ウオノラゴン,42,0.49887103
ウオチルドン,24,0.89405084
ジュラルドン,17,0.8991535
ドラメシヤ,15,0.49907115
ドロンチ,41,0.57441324
ドラパルト,64,0.98384005
ムゲンダイナ,56,0.985918
ザルード,8,0.7269369
